Marca_Temporal,ID_Unico,Texto,Texto_Procesado,Longitud_Tokens,Emocion,Longitud_Texto
4/23/2024 19:48:07,PFNKXS54,"Cuando estoy frustrado por no poder hacer un trabajo, cuando siento que no estoy dando el ancho en el doctorado o no avanzo en mi investigación, cuando me desespero y estoy demasiado estresado por todas las cosas que tengo que hacer.","cuando estoy frustrado por no poder hacer un trabajo, cuando siento que no estoy dando el ancho en el doctorado o no avanzo en mi investigación, cuando me desespero y estoy demasiado estresado por todas las cosas que tengo que hacer.",48,Tristeza,41
5/17/2024 9:32:45,J4TCSVW0,Pensar en las consecuencias y beneficios que tendra esa acción y que seguira despues de eso.,pensar en las consecuencias y beneficios que tendra esa acción y que seguira despues de eso.,19,Miedo,16
4/23/2024 19:48:07,7FKG0LV6,Trato de no estresarme encontrar una solución rápida y sino no sucede lo que quiero atenuarme a las consecuencias sin enojo ,trato de no estresarme encontrar una solución rápida y sino no sucede lo que quiero atenuarme a las consecuencias sin enojo,25,Ira,21
5/10/2024 15:00:27,XTINAGL2,"Tratar de solucionarla lo más pronto posible, sin embargo, hay momentos donde decido ignorarla teniendo comportamientos hedonistas.","tratar de solucionarla lo más pronto posible, sin embargo, hay momentos donde decido ignorarla teniendo comportamientos hedonistas.",25,Miedo,17
5/20/2024 1:29:54,7PFSQZGK,"Cuando siento que las cosas se están volviendo demasiado para mí, al estar en situaciones incómodas y al hablar con o de personas con las que me causan conflicto emocional","cuando siento que las cosas se están volviendo demasiado para mí, al estar en situaciones incómodas y al hablar con o de personas con las que me causan conflicto emocional",32,Tristeza,30
4/23/2024 19:48:07,7FKG0LV6,"Cosquilleo en todo el cuerpo,dolor de ojos","cosquilleo en todo el cuerpo,dolor de ojos",11,Preocupación,7
4/24/2024 12:10:15,2YB4F1WO,"Temblores, respiración rápida, poca habla ","temblores, respiración rápida, poca habla",8,Preocupación,5
5/17/2024 0:16:31,JZEC253P,Ninguna,ninguna,1,Tristeza,1
4/28/2024 12:04:28,5CYE0BRU,Primero con estrés y luego busco la forma de solucionarlo inmediatamente ,primero con estrés y luego busco la forma de solucionarlo inmediatamente,12,Ira,11
4/29/2024 14:03:24,S62P3R06,"Es en aquel momento donde las preocupaciones, el miedo y los nervios se encuentran en otro lugar, permitiéndote disfrutar de aquello que estás experimentando en el presente ","es en aquel momento donde las preocupaciones, el miedo y los nervios se encuentran en otro lugar, permitiéndote disfrutar de aquello que estás experimentando en el presente",30,Felicidad,27
4/24/2024 11:32:16,33JDURG7,"Si llevo una mala racha de cosas, yo lloro ","si llevo una mala racha de cosas, yo lloro",12,Ira,9
4/24/2024 13:43:01,U3RWWQRL,Cuando dejo de sobrepensar,cuando dejo de sobrepensar,6,Felicidad,4
5/10/2024 15:00:27,XTINAGL2,"De acuerdo a la gravedad del asunto y el como haya sucedido. Si ha pasado por mi culpa la gran mayoría de veces me enojo y siento demasiada frustración en el momento, si no es algo que estuvo en mi, ocasionalmente me enojo o me siento estrés pero otras simplemente espero a ver cual es la consecuencia que puede llevar.     ","de acuerdo a la gravedad del asunto y el como haya sucedido. si ha pasado por mi culpa la gran mayoría de veces me enojo y siento demasiada frustración en el momento, si no es algo que estuvo en mi, ocasionalmente me enojo o me siento estrés pero otras simplemente espero a ver cual es la consecuencia que puede llevar.",66,Ira,60
5/9/2024 18:31:44,BQK35SUL,En problemas famliares,en problemas famliares,6,Tristeza,3
5/1/2024 20:39:05,IYJTK4UN,"Cuando ya no tengo tiempo para hacer algo importante y necesario.
Cuando no tengo respuesta o soluciones para algunos problemas.
Cuando las personas no aceptan otro punto de vista.",cuando ya no tengo tiempo para hacer algo importante y necesario. cuando no tengo respuesta o soluciones para algunos problemas. cuando las personas no aceptan otro punto de vista.,32,Estrés,29
4/23/2024 23:57:44,K8SLYVAW,"Personalmente no lidio nada bien con la frustración y soy de las personas que se estresa con facilidad y tampoco lidio bien con aquella emoción. Aquello que me causa estrés es al momento de realizar algo y no me sale como me gustaría que saliera, también al momento de tomar decisiones importantes en un tiempo muy corto para pensarlo. Aquello que me causa molestia es cuando me interrumpen en medio de una conversación constantemente o no me prestan atención contando algo importante y/o personal. ","personalmente no lidio nada bien con la frustración y soy de las personas que se estresa con facilidad y tampoco lidio bien con aquella emoción. aquello que me causa estrés es al momento de realizar algo y no me sale como me gustaría que saliera, también al momento de tomar decisiones importantes en un tiempo muy corto para pensarlo. aquello que me causa molestia es cuando me interrumpen en medio de una conversación constantemente o no me prestan atención contando algo importante y/o personal.",94,Estrés,84
4/24/2024 11:53:22,HGX6HZA2,"Entender las consecuencias, aceptarlas y asi buscar la mejor opcion consiguiendo el mejor beneficio posible.","entender las consecuencias, aceptarlas y asi buscar la mejor opcion consiguiendo el mejor beneficio posible.",19,Miedo,15
4/29/2024 13:26:44,TBIDV696,Despreocupadamente.,despreocupadamente.,5,Ira,1
5/16/2024 8:38:22,JC7G5EHG,Al principio me sentiría frustrada pero pensaría que hacer rápido y hacerlo con calma ,al principio me sentiría frustrada pero pensaría que hacer rápido y hacerlo con calma,15,Ira,14
4/24/2024 18:20:36,G6ZRICXV,Igualdad para todos.,igualdad para todos.,4,Felicidad,3
4/24/2024 15:43:23,JPFVNJKI,"Cuando me molestan mientras estoy ocupada, si estoy hablando y no me prestan atencion, o cuando las cosas no me salen bien despues de varios intentos","cuando me molestan mientras estoy ocupada, si estoy hablando y no me prestan atencion, o cuando las cosas no me salen bien despues de varios intentos",30,Estrés,26
4/26/2024 16:57:51,41U4SDTP,Pensar,pensar,1,Miedo,1
4/23/2024 19:48:07,FM5YVNM2,"Cuando veo que la relación entre familia van mal, y cuando no entiendo algo en la universidad ","cuando veo que la relación entre familia van mal, y cuando no entiendo algo en la universidad",18,Tristeza,17
5/9/2024 18:29:23,1RKPWNBF,Cuando me siento incomprendido y olvido por la gente o mis amigos. ,cuando me siento incomprendido y olvido por la gente o mis amigos.,15,Tristeza,12
4/26/2024 13:25:59,UGTBZ7P3,Laboralmente ,laboralmente,2,Estrés,1
4/28/2024 12:04:28,5CYE0BRU,Primero con estrés y luego busco la forma de solucionarlo inmediatamente ,primero con estrés y luego busco la forma de solucionarlo inmediatamente,12,Ira,11
4/25/2024 12:21:21,YMU2FALS,Cuando regreso de la universidad al caminar el trayecto de la parada a mi casa ,cuando regreso de la universidad al caminar el trayecto de la parada a mi casa,15,Estrés,15
4/26/2024 13:17:38,DCV5DO3V,Un poco estresada pero buscando la solución ,un poco estresada pero buscando la solución,8,Ira,7
4/26/2024 13:49:23,0A63PM6K,"Cuando procastino con mis deberes universitarios, por eso siempre debo hacer algo de tarea cuando llego a casa, si no me siento mal todo el día. ","cuando procastino con mis deberes universitarios, por eso siempre debo hacer algo de tarea cuando llego a casa, si no me siento mal todo el día.",31,Preocupación,26
4/23/2024 19:48:07,0FQMQ0V1,Cuando sonries sin alguna razon aparente y todo lo malo se va ,cuando sonries sin alguna razon aparente y todo lo malo se va,13,Felicidad,12
5/9/2024 13:48:45,GL74ZXRL,"cuando estoy con mi familia
cuando juego futbol",cuando estoy con mi familia cuando juego futbol,8,Felicidad,8
5/16/2024 10:42:34,PYVXS5Y5,"Evaluar las opciones y ver como me ayudaría esa decisión para el futuro y que tanto cambiaría mi presente, y analizar lo que más bienestar me daría.","evaluar las opciones y ver como me ayudaría esa decisión para el futuro y que tanto cambiaría mi presente, y analizar lo que más bienestar me daría.",30,Miedo,27
4/24/2024 11:27:42,PPZXS8CP,Cuando tengo estrés o algo no encaja en mi rutina diaria.,cuando tengo estrés o algo no encaja en mi rutina diaria.,12,Tristeza,11
4/26/2024 13:50:36,X0GVR7CK,"Me molesto, no pasa a más, comprendo qué hay cosas fuera de mi control, no me culpo por las consecuencias. Procuro resolverlo pronto ","me molesto, no pasa a más, comprendo qué hay cosas fuera de mi control, no me culpo por las consecuencias. procuro resolverlo pronto",29,Ira,23
5/12/2024 20:47:26,QOKLYQJZ,"Le cuento a una persona mayor o a varias y solicito que me den un consejo, le cuento a mi mamá porque debe saber todo lo que pasa en mi vida, ella también me da un consejo y en base a eso tomo una decisión o hago lo que crea correcto. En caso de estar sola pienso las consecuencias y hago lo que creo correcto","le cuento a una persona mayor o a varias y solicito que me den un consejo, le cuento a mi mamá porque debe saber todo lo que pasa en mi vida, ella también me da un consejo y en base a eso tomo una decisión o hago lo que crea correcto. en caso de estar sola pienso las consecuencias y hago lo que creo correcto",69,Miedo,65
4/23/2024 19:48:07,FM5YVNM2,"Cuando se me juntan las tareas, trabajo y mas sino me sale como espero y el tiempo esta sobre mi","cuando se me juntan las tareas, trabajo y mas sino me sale como espero y el tiempo esta sobre mi",22,Estrés,20
4/24/2024 22:49:25,ZNQELPB7,"Pienso en las posibles acciones con las que puedo abordar la situación, en base a ello tomo la que creo que será la mejor, ya me tocara vivir las consecuencias.","pienso en las posibles acciones con las que puedo abordar la situación, en base a ello tomo la que creo que será la mejor, ya me tocara vivir las consecuencias.",34,Miedo,30
4/24/2024 11:32:16,33JDURG7,"Cuando no dejan los trastes limpios, cuando se rompe algo de la casa, cuando me dejan plantada en alguna actividad ","cuando no dejan los trastes limpios, cuando se rompe algo de la casa, cuando me dejan plantada en alguna actividad",24,Estrés,20
4/25/2024 12:55:12,UYE2QAWR,Mi familia se pelear,mi familia se pelear,4,Tristeza,4
4/25/2024 20:20:12,OY7Q1STH,En la escuela y el trabajo ,en la escuela y el trabajo,6,Tristeza,6
5/1/2024 16:59:46,IRUH1G2Z,"Cuando hablo por videollamada con mi familia, cuando veo a mis amigos, cuando juego futbol ","cuando hablo por videollamada con mi familia, cuando veo a mis amigos, cuando juego futbol",19,Felicidad,15
4/23/2024 19:48:07,0FQMQ0V1,"Es estresante y molesto, aunque intento calmarme pensando en que estas cosas pasan siempre y no podemls cambiar lo sucedido","es estresante y molesto, aunque intento calmarme pensando en que estas cosas pasan siempre y no podemls cambiar lo sucedido",25,Ira,20
4/25/2024 10:52:29,FZRWA0SY,"Cuando me frusto en alguna actividad, o tengo muchos pendientes encima como tareas , actividadees de hogar , entre otros problemas ","cuando me frusto en alguna actividad, o tengo muchos pendientes encima como tareas , actividadees de hogar , entre otros problemas",24,Tristeza,21
4/25/2024 12:55:12,UYE2QAWR,En cualquier momento,en cualquier momento,3,Preocupación,3
5/2/2024 1:19:32,6QCKW4ZX,Está tranquilo con la vida ,está tranquilo con la vida,5,Felicidad,5
4/24/2024 11:30:15,ZELPD30F,En la Universidad y en casa,en la universidad y en casa,6,Estrés,6
4/29/2024 14:03:24,S62P3R06,"Nerviosa, ansiosa y algo de desesperación ","nerviosa, ansiosa y algo de desesperación",8,Ira,6
5/17/2024 9:44:25,UNBMV59R,"Cuando he terminado mis proyectos y que son algo complicados para mí, cuando juego videojuegos, cuando salgo con mi novia y/o amigos ","cuando he terminado mis proyectos y que son algo complicados para mí, cuando juego videojuegos, cuando salgo con mi novia y/o amigos",27,Felicidad,22
4/25/2024 19:49:50,ONSV8AYQ,cuando no puedo resolver problemas y cuando pienso en las cosas que puede haber hecho mejor ,cuando no puedo resolver problemas y cuando pienso en las cosas que puede haber hecho mejor,16,Estrés,16
5/9/2024 19:30:55,4L83S1WU,"Valorar las opciones, analizar ventajas y desventajas y solicitar ayuda a terceros","valorar las opciones, analizar ventajas y desventajas y solicitar ayuda a terceros",14,Miedo,12
4/24/2024 18:27:11,S1Z2D8M2,En las noches,en las noches,3,Preocupación,3
4/24/2024 19:48:20,2QH0OQRP,"Primero trato de calmar mis emociones, ser objetiva, siempre busco una opinión más, de mi psicólogo por ejemplo, y leo algunos versículos que se adecuen a mi situación y me ayuden a una buena decisión ","primero trato de calmar mis emociones, ser objetiva, siempre busco una opinión más, de mi psicólogo por ejemplo, y leo algunos versículos que se adecuen a mi situación y me ayuden a una buena decisión",43,Miedo,35
5/20/2024 8:07:43,RK9BOLBA,La felicidad es cumplir tus sueños y disfrutar los pequeños momentos de la vida. ,la felicidad es cumplir tus sueños y disfrutar los pequeños momentos de la vida.,15,Felicidad,14
5/20/2024 8:07:43,RK9BOLBA,"Cuando me falta alguna tarea por entregar, cuando llegaré tarde a algún lugar y cuando ya no tengo dinero para mi semana. ","cuando me falta alguna tarea por entregar, cuando llegaré tarde a algún lugar y cuando ya no tengo dinero para mi semana.",25,Preocupación,22
4/23/2024 19:48:07,7FKG0LV6,Cuando no veo a mis perros por bastante tiempo ,cuando no veo a mis perros por bastante tiempo,9,Tristeza,9
4/26/2024 6:49:03,F65E8SEA,"Honestamente me siento molesta en diversas situaciones pero he notado que es más frecuente cuando no me gusta la actitud de una persona, por otro lado siento estrés mayormente cuando siento que no puedo resolver algo, pero últimamente he sido capaz de pedir ayuda si algo es realmente complicado para mí ","honestamente me siento molesta en diversas situaciones pero he notado que es más frecuente cuando no me gusta la actitud de una persona, por otro lado siento estrés mayormente cuando siento que no puedo resolver algo, pero últimamente he sido capaz de pedir ayuda si algo es realmente complicado para mí",53,Estrés,51
4/26/2024 15:35:25,W49IM590,"Buscar la mejor solución, buscar alternativas, reflexionar muy bien ","buscar la mejor solución, buscar alternativas, reflexionar muy bien",11,Miedo,9
4/24/2024 19:07:31,947J0Q5A,"Usualmente me desespero, pero ya llegado un punto solo pienso en solucionarlo","usualmente me desespero, pero ya llegado un punto solo pienso en solucionarlo",15,Ira,12
4/23/2024 19:48:07,TUW6M31C,Al llegar a casa después de la universidad ,al llegar a casa después de la universidad,8,Estrés,8
5/16/2024 7:20:37,7SV40TFC,"Pues me pongo un poco estresado, e incluso podria decir que me pongo de mal humor ","pues me pongo un poco estresado, e incluso podria decir que me pongo de mal humor",18,Ira,16
4/25/2024 20:20:12,OY7Q1STH,Un lugar boscoso frío de una montaña ,un lugar boscoso frío de una montaña,8,Felicidad,7
4/26/2024 13:57:41,2E2IMZRO,"Con frustracion y enojo, tratar de analizar que sucedio mal y como tratar de prevenirlo para la siguiente ves","con frustracion y enojo, tratar de analizar que sucedio mal y como tratar de prevenirlo para la siguiente ves",25,Ira,19
5/2/2024 23:42:40,Q8HPCRF0,"Cuando son exámenes, cuando en el trabajo hay algún problema y tengo que resolverlo.","cuando son exámenes, cuando en el trabajo hay algún problema y tengo que resolverlo.",17,Preocupación,14
4/26/2024 13:54:03,19NLQDKA,"La verdad tengo mucha paciencia, es muy difícil hacerme enojar pero cuando me insisten muy seguido o me repiten mucho algo me enojo ","la verdad tengo mucha paciencia, es muy difícil hacerme enojar pero cuando me insisten muy seguido o me repiten mucho algo me enojo",27,Estrés,23
4/24/2024 19:53:13,9FBVNJ3U,Normalmente siempre es después de que termino de entrenar ,normalmente siempre es después de que termino de entrenar,9,Estrés,9
4/26/2024 13:54:03,19NLQDKA,"Primero lloro, suena raro pero primero me pondría muy triste y después trataría de encontrar una solución al problema ","primero lloro, suena raro pero primero me pondría muy triste y después trataría de encontrar una solución al problema",22,Miedo,19
5/17/2024 10:45:56,AYNOOGEB,"Cuando regreso de la escuela, cuando despierto ","cuando regreso de la escuela, cuando despierto",8,Estrés,7
4/28/2024 12:04:28,5CYE0BRU,Enfocarte en mejorar física y mentalmente ,enfocarte en mejorar física y mentalmente,9,Felicidad,6
4/26/2024 13:54:03,19NLQDKA,"Yo tiendo mucho a procrastinar, entonces al final de la semana tengo muchas cosas que hacer y eso me estresa  hasta puedo llegar a llorar, el hecho de pensar que no lo voy a lograr me pone mal","yo tiendo mucho a procrastinar, entonces al final de la semana tengo muchas cosas que hacer y eso me estresa hasta puedo llegar a llorar, el hecho de pensar que no lo voy a lograr me pone mal",45,Tristeza,38
4/23/2024 19:48:07,MKZUPRJI,Cuando no me salen las cosas ,cuando no me salen las cosas,6,Estrés,6
4/24/2024 11:16:48,QCURT76I,con la muerte de un familiar,con la muerte de un familiar,6,Tristeza,6
4/23/2024 19:48:07,GKU8ECFL,Cuando discuto con mi familia ,cuando discuto con mi familia,6,Tristeza,5
5/16/2024 12:53:47,3EAZ56FK,Muy estresada,muy estresada,3,Ira,2
4/23/2024 21:26:04,3GGBO8RK,Cuando veo una escena trágica en una película.,cuando veo una escena trágica en una película.,10,Tristeza,8
4/26/2024 17:07:40,PPI1SV0E,"Primero me calmo, y espero para pensar todo objetivamente, evalúo las diversas soluciones y procedo con cautela, trato de no estresarme tanto","primero me calmo, y espero para pensar todo objetivamente, evalúo las diversas soluciones y procedo con cautela, trato de no estresarme tanto",31,Miedo,22
4/29/2024 16:31:34,TW29QEAI,"1. Identificar el problema o la meta
2. Meditar las opciones que tengo
3. Observar los pros y contras de cada opcion
4. Decidir que opcion es la mejor
5. Aplicarla",1. identificar el problema o la meta 2. meditar las opciones que tengo 3. observar los pros y contras de cada opcion 4. decidir que opcion es la mejor 5. aplicarla,40,Miedo,31
4/25/2024 22:01:24,U8GAYRZ7,Pues puedo llegar a tener distintas sensaciones pero trato de relajarne y me enfoco en como resolver la situacion,pues puedo llegar a tener distintas sensaciones pero trato de relajarne y me enfoco en como resolver la situacion,24,Ira,19
4/24/2024 17:26:44,MHA8ZTS5,Cuando me frustró por no poder realizar algo,cuando me frustró por no poder realizar algo,9,Tristeza,8
4/24/2024 19:07:31,947J0Q5A,"Al inicio del día, muchas veces se me hace temprano para salir o cuando se entregan calificaciones de una materia que siento que me ira mal","al inicio del día, muchas veces se me hace temprano para salir o cuando se entregan calificaciones de una materia que siento que me ira mal",28,Preocupación,26
4/23/2024 19:48:07,ADDP44O9,Estar en paz produce felicidad ,estar en paz produce felicidad,5,Felicidad,5
4/25/2024 11:42:43,5CHTZV8O,"Siento un hormigueo, o en casos extremos ganas de vomitar","siento un hormigueo, o en casos extremos ganas de vomitar",13,Preocupación,10
4/23/2024 19:48:07,IAADDB7O,"Casi siempre, regularmente después de convivir con personas en general, también al momento de terminar con algunos pendientes ","casi siempre, regularmente después de convivir con personas en general, también al momento de terminar con algunos pendientes",21,Estrés,18
4/23/2024 19:48:07,7FKG0LV6,"Primero me lo planteo dependiendo los beneficios y los contras ,después esos beneficios los veo a largo y corto plazo al igual que los contras ,después lo que vea que es mejor para mi y para mi entorno ,en un plazo mediando ,es decir ,ni tan lejano ni tan cercano.","primero me lo planteo dependiendo los beneficios y los contras ,después esos beneficios los veo a largo y corto plazo al igual que los contras ,después lo que vea que es mejor para mi y para mi entorno ,en un plazo mediando ,es decir ,ni tan lejano ni tan cercano.",59,Miedo,50
4/26/2024 6:49:03,F65E8SEA,"Cuando no estoy platicando con alguien, ya que empiezo a sobrepensar, por otro lado cuando los profesores empiezan a dejar demasiadas tareas y tengo esa preocupación de tener que entregar todo a tiempo","cuando no estoy platicando con alguien, ya que empiezo a sobrepensar, por otro lado cuando los profesores empiezan a dejar demasiadas tareas y tengo esa preocupación de tener que entregar todo a tiempo",40,Preocupación,33
4/29/2024 23:14:46,YWDANKQ3,Pensar y buscar ventajas y desventajas ,pensar y buscar ventajas y desventajas,7,Miedo,6
5/14/2024 10:02:00,V5J3IP8N,Un poco de desespero y después alivio ya que no se puede hacer mucho ,un poco de desespero y después alivio ya que no se puede hacer mucho,15,Ira,14
4/30/2024 18:38:14,53710675,Cuando le pasan cosas malas a mi familia ,cuando le pasan cosas malas a mi familia,8,Tristeza,8
5/20/2024 1:29:54,7PFSQZGK,"Evito reaccionar, prefiero pensarlo como cosas que pasan por algo ","evito reaccionar, prefiero pensarlo como cosas que pasan por algo",12,Ira,10
4/23/2024 19:48:07,9LGMBDLF,Cuando me pongo a pensar en lo abrumador del futuro. Cuando siento que nadie me entiende,cuando me pongo a pensar en lo abrumador del futuro. cuando siento que nadie me entiende,18,Tristeza,16
4/30/2024 11:00:56,NOQASZVA,"Pensar en las consecuencias de dicha acción, si las consecuencias nos benefician se elige ","pensar en las consecuencias de dicha acción, si las consecuencias nos benefician se elige",15,Miedo,14
5/16/2024 1:44:31,1RHBUABD,Suelo decir que soy la persona más salada que conozco,suelo decir que soy la persona más salada que conozco,11,Ira,10
5/16/2024 13:45:24,14XGFLGK,"Me preocupa no terminar a tiempo los proyectos de la escuela , en pensar  que voy a hacer al terminar la carrera o si voy a realizar la tesis o graduarme por promedio, y saber que ya debo de decidir para empezar a realizar la tesis. ","me preocupa no terminar a tiempo los proyectos de la escuela , en pensar que voy a hacer al terminar la carrera o si voy a realizar la tesis o graduarme por promedio, y saber que ya debo de decidir para empezar a realizar la tesis.",49,Preocupación,46
4/26/2024 13:24:46,BNMM9UFQ,Buscar un camino que nos guíe a encontrar lo que nos gusta y compartirlo con quienes queremos.,buscar un camino que nos guíe a encontrar lo que nos gusta y compartirlo con quienes queremos.,20,Felicidad,17
5/16/2024 0:55:45,IX724P8G,"que la felicidad no es algo que se pueda dar a alguien más, si no que alcanza por nosotros mismos. ","que la felicidad no es algo que se pueda dar a alguien más, si no que alcanza por nosotros mismos.",22,Felicidad,20
5/1/2024 8:23:10,RJYNX3WD,Cuando voy a trabajar ,cuando voy a trabajar,4,Estrés,4
6/12/2024 18:05:58,I01P7HCR,"cuando recuerdo mi pasado, o cuando no encuentro respuestas a mis preguntas.","cuando recuerdo mi pasado, o cuando no encuentro respuestas a mis preguntas.",14,Tristeza,12
5/17/2024 0:16:31,JZEC253P,Con calma y busco una solución y si no la hay me quedo tranquilo,con calma y busco una solución y si no la hay me quedo tranquilo,14,Ira,14
5/24/2024 11:34:36,KIBDSKF6,"Depende de lo que haya que elegir pero generalmente:
1. Analizo el proposito de mi eleccion
2. Analizo las opciones
3. tomo en cuenta tanto lo logico como lo emocional y pienso en las consecuencias de mi eleccion",depende de lo que haya que elegir pero generalmente: 1. analizo el proposito de mi eleccion 2. analizo las opciones 3. tomo en cuenta tanto lo logico como lo emocional y pienso en las consecuencias de mi eleccion,49,Miedo,38
4/23/2024 23:57:44,K8SLYVAW,"Tener en cuenta todas las opciones que estén dentro de mis posibilidades, posteriormente tomaría la que me haga sentirme más seguro y capaz de lidiar con sus consecuencias ya sean positivas y/o negativas.","tener en cuenta todas las opciones que estén dentro de mis posibilidades, posteriormente tomaría la que me haga sentirme más seguro y capaz de lidiar con sus consecuencias ya sean positivas y/o negativas.",37,Miedo,33
4/26/2024 11:14:18,83ECQ6P2,"cuando veo a mi novia, cuando salgo a caminar, cuando paso tiempo con mi familia.","cuando veo a mi novia, cuando salgo a caminar, cuando paso tiempo con mi familia.",18,Felicidad,15
4/23/2024 19:48:07,ADDP44O9,Al entregar mis tareas o proyectos y regresar a mi casa los fines de semana,al entregar mis tareas o proyectos y regresar a mi casa los fines de semana,15,Felicidad,15
4/25/2024 19:38:25,W8ILZE4K,"Si puedo hacer algo al respecto lo hago y acepto las consecuencias, no sirve de nada entrar en pánico por cosas que están fuera de mi control.","si puedo hacer algo al respecto lo hago y acepto las consecuencias, no sirve de nada entrar en pánico por cosas que están fuera de mi control.",29,Ira,27
4/26/2024 11:50:56,LS7WFV2B,Aquel sentir de tranquilidad en donde te encuentra y con quienes estes incluso si es solo contigo mismo.,aquel sentir de tranquilidad en donde te encuentra y con quienes estes incluso si es solo contigo mismo.,20,Felicidad,18
5/16/2024 1:45:41,86IH30I7,"Debilitamiento físico, cansancio.","debilitamiento físico, cansancio.",7,Preocupación,3
4/26/2024 13:54:03,19NLQDKA,Mmm si son situaciones así de pequeñas como olvidar las llaves no le daría mucha importancia ,mmm si son situaciones así de pequeñas como olvidar las llaves no le daría mucha importancia,17,Ira,16
5/16/2024 10:42:34,PYVXS5Y5,"Me suelo estresar por la carga de estudio en la universidad, cuando recuerdo a una pareja con la que decidí terminar, o en situaciones que las cosas no salen como esperaba.","me suelo estresar por la carga de estudio en la universidad, cuando recuerdo a una pareja con la que decidí terminar, o en situaciones que las cosas no salen como esperaba.",35,Tristeza,31
4/23/2024 23:46:42,PVDRLPQL,En ninguno.,en ninguno.,3,Preocupación,2
5/17/2024 9:32:45,J4TCSVW0,"Ansiedad, me como las uñas, quiero estar solo pensando","ansiedad, me como las uñas, quiero estar solo pensando",11,Preocupación,9
5/9/2024 18:29:23,1RKPWNBF,"Cuando se que no podré entregar la tarea, cuando se que afectarte a demás personas por mis acciones. ","cuando se que no podré entregar la tarea, cuando se que afectarte a demás personas por mis acciones.",21,Preocupación,18
5/16/2024 16:57:14,KGOL6JXH,"no la busquemos, creemosla","no la busquemos, creemosla",7,Felicidad,4
5/16/2024 17:16:08,V6MYHJGB,La muerte de mi abuelo,la muerte de mi abuelo,5,Tristeza,5
5/16/2024 11:30:00,DJRCLO8P,"ver las opciones posibles , comparar la opcion elegida y elegir","ver las opciones posibles , comparar la opcion elegida y elegir",12,Miedo,11
4/29/2024 14:50:49,EE1OP684,Enojo y frustración ,enojo y frustración,4,Ira,3
4/24/2024 11:41:02,DZ9DN7BK,Si es un situación importante tiendo a buscar urgentemente una solución de lo contrario me lo tomo con calma,si es un situación importante tiendo a buscar urgentemente una solución de lo contrario me lo tomo con calma,20,Ira,19
4/23/2024 19:48:07,FM5YVNM2,"Cuando veo que la relación entre familia van mal, y cuando no entiendo algo en la universidad ","cuando veo que la relación entre familia van mal, y cuando no entiendo algo en la universidad",18,Tristeza,17
5/20/2024 1:29:54,7PFSQZGK,Diría que es la temporada de primavera después del invierno ,diría que es la temporada de primavera después del invierno,10,Felicidad,10
4/24/2024 12:03:52,DPW9GBQ3,"La felicidad es un sentimiento pasajero, es una reacción del cuerpo cuando las preocupaciones y problemas del entorno desaparecen y solo importa vivir el momento al máximo.","la felicidad es un sentimiento pasajero, es una reacción del cuerpo cuando las preocupaciones y problemas del entorno desaparecen y solo importa vivir el momento al máximo.",29,Felicidad,27
4/24/2024 18:20:17,LXDB8W6X,Cuando estoy en paz ,cuando estoy en paz,4,Felicidad,4
4/24/2024 19:07:31,947J0Q5A,Cuando paso demasiado tiempo solo,cuando paso demasiado tiempo solo,5,Tristeza,5
5/17/2024 2:06:42,9N0G1GM1,Me pongo deprimido pero trato de ponerme lo mas pronto posible en acción para minimizar el problema.,me pongo deprimido pero trato de ponerme lo mas pronto posible en acción para minimizar el problema.,18,Ira,17
4/23/2024 19:48:07,60S1CVNZ,Con los pendientes de la universidad ,con los pendientes de la universidad,6,Preocupación,6
5/16/2024 13:25:14,614O6Y4I,"Prioridad, resultado, recursos disponibles, tiempo invertido ","prioridad, resultado, recursos disponibles, tiempo invertido",9,Miedo,6
4/26/2024 11:50:56,LS7WFV2B,Cuando no puedo administrar mi tiempo y dinero,cuando no puedo administrar mi tiempo y dinero,8,Preocupación,8
4/26/2024 14:32:36,27WD6UH2,"Primeramente, orar a Dios, ya que Él es el único que puede ayudarme a resolver los problemas que enfrento, posteriormente, analizo las posibles soluciones al problema para así tomar una decisión","primeramente, orar a dios, ya que él es el único que puede ayudarme a resolver los problemas que enfrento, posteriormente, analizo las posibles soluciones al problema para así tomar una decisión",39,Miedo,31
4/28/2024 22:35:59,FA8HZ0ZJ,Al recordar el pasado,al recordar el pasado,4,Tristeza,4
4/26/2024 16:57:51,41U4SDTP,"Ningún paso, solo lo elijo","ningún paso, solo lo elijo",7,Miedo,5
5/13/2024 22:36:11,ZOYW0DWU,Analistas pros y contras ,analistas pros y contras,5,Miedo,4
4/28/2024 22:35:59,FA8HZ0ZJ,"Analizar opciones, identificar riesgos, visualizar escenarios, tomar la decisión ","analizar opciones, identificar riesgos, visualizar escenarios, tomar la decisión",13,Miedo,9
5/9/2024 18:46:39,3G5WW5TD,"Primero, trato de solucionarlo, si no, recurro a mis papás, también con mis amigos a que me aconsejen y finalmente actuo.","primero, trato de solucionarlo, si no, recurro a mis papás, también con mis amigos a que me aconsejen y finalmente actuo.",31,Miedo,21
4/26/2024 15:01:39,EYYTA3LD,Mis piernas se duermen,mis piernas se duermen,5,Preocupación,4
4/25/2024 21:55:05,1C8YLNRI,Al perder a mi ser querido,al perder a mi ser querido,6,Tristeza,6
4/25/2024 19:18:17,A8QN8I2L,Los fines de semana ,los fines de semana,4,Estrés,4
